Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
1ви18ан82,,,,,,,,,,1,,,
1ви18ан89,,,,,,,,,,,2,,
1ви18де77,,,,,,4,,,,,,,
1ви18ма78,,,,,,,,1,,,,,
1ви18ма84,,,,,,,,,,,,1,
1ви18ол80,,,,,1,,,,,,,,
1ви18ол91,,,,,,,2,,,,,,
1ви18се91,,1,,,,3,,,,,,,
1ви19ва70,,,1,,,,,,,,,,
1ви19ви79,,,,,,,,,,1,,,
1ви19вл89,,,,,,2,,,,,,,
1ви19вл90,,,,,,1,,,,,,,
1ви19вл91,,,,,,,,1,,,,,
1ви19вл99,,,2,,,,3,,,,,,
1ви19де85,,,,,3,,,,,,,,
1ви19дм88,,,,,1,,,,,,,,
1ви19иг81,,,,,,1,,,,,,,
1ви19ки81,,2,,,,,,,,,,,
1ви19ки97,,2,,,,,,,,,,,
1ви19ки99,,,,,,5,,,,,,,
1ви19ми96,,1,,,,2,,,,,,,
1ви19ни91,,,,,,,,,,1,,,
1ви19ни97,,1,,,,2,,,,,,,
1ви19ол65,,,,,,1,,,,,,,
1ви19ол85,,1,,,,1,,,,,,,
1ви19па93,,,,,1,,,,,,,,
1ви19се92,,,1,,,,2,,,,,,
1ви19се94,,,,,,,1,,,,,,
1Ви19Ст78,,,,,,,,,,,,,
1ви19юр98,,,,,,,,1,,,,,
1ви20ал83,,,,,,,,,,,,,
1ви20ал84,,1,,,,,,,,,,,
1ви20ал86,,,,,,,,,2,,,,
1ви20ан81,,,,,,,,,,4,,,
1ви20ан91,,,,,,2,,,,,,,
1ви20ар79,,,,,1,,,,,,,,
1ви20ви82,,,,,,,,,,,,,
1ви20вл79,,1,,,,,,,,,,,
1ви20дм93,,,,,,,1,,,,,,
1ви20иг90,,,,,1,,,,,,,,
1ВИ20КО87,,,,,,,,,3,,,,
1ви20ни80,,,,,,,,,1,,,,
1ви20ол94,,,,,,,,,,,2,,
1ви20па70,,2,,,,,,,,,,,
1ви20па94,,,,,3,,,,,,,,
1ви21ал84,,2,,,,,,,,,,,
1ви21ал88,,,,,,,1,,,,,,
1ви21ар88,,,,,,,2,,,,,,
1ви21ви84,,,,,,,,,1,,,,
1ви21ив76,,,,,3,,,,,,,,
1ви21иг90,,,1,,,,1,,,,,,
1ви21ми79,,,1,,,,1,,,,,,
1ви21ни79,,,,,,,2,,,,,,
1ви21ол93,,,,,,3,,,,,,,
1ви21па94,,,1,,,,,,,,,,
1ви21ро73,,3,,,,1,,,,,,,
1ви22ан81,,,,,,,,,,,,,
1ви22ан94,,,,,,,,1,,,,,
1ви22ар79,,,,,,,,,2,,,,
1ви22дм76,,,2,,,,2,,,,,,
1ви22дм91,,,,,,,,1,,,,,
1ви22ев79,1,,,,,,,,,,,,
1ВИ22МИ73,,,,,,,,,,,,,
1ви22ми90,,,,,1,,,,,,,,
1ви22ол85,,2,,,,,,,,,,,
1ви22ру91,,,1,,,,1,,,,,,
1ви22юл88,,,,,,,,1,,,,,
1ви23ар99,,,,,,,1,,,,,,
1ВИ23ВИ76,,,,,,,,,,,,,
1ви23вл90,,,,,,,,,,,,1,
1ви23дм94,,,1,,,,2,,,,,,
1ви23ег85,,,,,,,2,,,,,,
1ви23ел90,,,,,,,,1,,,,,
1ви23ко81,,,,,,,,,4,,,,
1ви23ми72,,,,,,,,,2,,,,
1ви23ми76,,,,,2,,,,,,,,
1ви23ни94,,,,,,,,,1,,,,
1ВИ23ОЛ67,,,,,,,,,,,,,
1ви23ол85,,,,,,,,1,,,,,
1ви24ал70,,,,,,,,,,2,,,
1ви24ар99,2,,,,,,,,,,,,
1ВИ24БО78,,,,,,,,,,,,,
1ви24ви84,,,,,,,,,,,2,,
1ви24вл92,,,,,,3,,,,,,,
1ви24ге99,,,,,,4,,,,,,,
1Ви24Де77,,,,,,,,,,,,,
1ви24дм93,,,,1,,,,,,,,,
1ви24ки76,,,,,,,,,,,,,
1ви24се89,,,,,,2,2,,,,,,
1ви24се93,,,,,,,,,,1,,,
1ви24юр78,,,,,,,5,,,,,,
1ви25ар88,,,,,2,,,,,,,,
1ви25ко95,,3,,,,,,,,,,,
1ви25ма81,2,,,,,,,,,,,,
1ви25ол76,,,,,,,,,,,,2,
1ви25ол80,,2,,,,,,,,,,,
1ви25ро91,,,,,,,,,3,,,,
1ви25юр71,,1,,,,,,,,,,,
1ви26ва92,,,,,,2,,,,,,,
1ви26ни90,,,,,,,1,,,,,,
1ви26ни94,,,,,,,,,,,2,,
1ви26ро80,,,,,,,,1,,,,,
1ви26св06,,1,,,,,,,,,,,
1ви27ал79,,,,,,,1,,,,,,
1ви27ан79,,,,,2,,,,,,,,
1ви27ан81,,2,1,,,,4,,,,,,
1ви27ан82,,,1,,,,1,,,,,,
1ви27ва89,2,,,,1,,,,,,,,
1ви27дм91,,,,,,,,,,,2,,
1ви27ег93,,,,,,,3,,,,,,
1ви27на91,,,,2,,,,,,,,,
1ви27ол05,,,1,,,,2,,,,,,
1ВИ27СЕ70,,,,,,,,,,,,,
1ви27ст06,,,,,,,,,,,,,
1ви28вл80,,,,,,1,,,,,,,
1ви28де80,,,,,,,,,,,,,
1ви28ки81,,,,,3,,,,,,,,
1ви28ни88,,,,,,,,,,,,,
1ви28ол91,,,,,,6,,,,,,,
1ви28ра87,,,,,,,,1,,,,,
1ви29ал85,,,,,,,,,,,,,
1ви29вя78,,,,,,,,,,,,,
1ви29ге85,,,,,,,2,,,,,,
1ви29гр88,,,,,,,3,,,,,,
1ви29иг97,,,,3,,,,,,,,,
1ви29ил98,,,,,1,,,,,,,,
1ви29ни01,,,,,,,,,1,,,,
1ви29ол79,,1,,,,,,,,,,,
1ви29св99,,,,,,,,,2,,,,
1ви30ал99,,,2,,,,1,,,,,,
1ви30ан81,,2,,,,,,,,,,,
1ви30ан83,,,,,,,,1,,,,,
1ви30ан96,,,,,,,,,1,,1,,
1ви30ар80,,,,,,,1,,,,,,
1ви30ва00,,,,,,,2,,,,,,
1ви30ва80,,,,,,1,,,,,,,
1ви30вл01,,,,,,,,,,1,,,
1ви30ге94,,,,,,,3,,,,,,
1ви30ди93,,,,,,,1,,,,,,
1ви30дм93,,,,,,,2,,,,,,
1ви30ев93,,,1,,,,1,,,,,,
1ви30ма92,,,,,,1,,,,,,,
1ви30ми84,,,,,,,,3,,,,,
1ВИ30НИ83,,,,,,,,,,,,,
1ви30ол81,,6,,,,,,,,,,,
1ви30св80,,,,,,,,1,,,,,
1ви30се92,,,,,,,,,,,,1,
1ВИ31ВЛ90,,,1,,,,,,,,,,
1ви31ма90,,,,,,,,1,,,,,
1ви31ми92,,,,,,,2,,,,,,
1ви31на90,,,2,,,,5,,,,,,
1ви31ни97,,,,,,,1,,,,,,
1Вл01Де90,,,,,,,,,,,,,
1вл01ев88,,,,,1,,,,,,,,
1ВЛ01ИГ65,,,,,,,,,,,,,
1вл01ра87,,,,,,,,1,,,,,
1вл02ал76,,,,,,,,,,,,,
1вл02ан80,,1,,,,,,,,,,,
1вл02иг94,,,,,,,2,,,,,,
1вл02ки80,,,,,1,,,,,,,,
1вл02ни86,,,,,2,,,,,,,,
1вл03ал82,,,,,,1,,,,,,,
1вл03ег98,,1,,,,,,,,,,,
1ВЛ03НИ74,,,,,,,,,,,,,
1вл04юр76,,,,,,,,,,,,,
1ВЛ06АН86,,,,,,,,,,,,,
1Вл07Ан90,,,,,,,,,,,,,
1вл07ев81,,,,,,,,,,,,,1
1вл07ол82,,,,,,,,,,,,,
1вл08ел94,,,,,,,,1,,,,,
1вл08ки88,1,,,,,,,,,,,,
1вл08ол86,,,,,1,,,,,,,,
1вл09ал96,,,,,,,,,,,,,
1вл09вл87,,,,,,,,,,,,,
1вл09ек83,,,,,,,,1,,,,,
1вл09ек86,,,,,,2,,,,,,,
1вл09юр80,,,,,,,,1,,,,,
1вл10ан90,,,,,,,,1,,,,,
1вл10ан95,,,,,2,,,,,,,,
1вл10вл90,,1,,,,,,,,,,,
1вл10ев83,,1,,,,,,,,,,,
1вл10ег93,,1,,,,,,,,,,,
1вл10иг94,,2,,,,,,,,,,,
1вл10ко85,,,,,3,,,,,,,,
1вл11ал86,,,,,,,,1,,,,,
1вл11ив84,,,,,,1,,,,,,,
1вл11ни01,1,,,,,,,,,,,,
1вл11се88,,,,,1,,,,,,,,
1вл11се90,,,,,1,,,,,,,,
1вл12ар90,,1,,,,,,,,,,,
1вл12ва78,,,,,,,,,,,,1,
1вл12дм00,,,,,,3,,,,,,,
1вл12иг79,,1,,,,,,,,,,,
1вл12ол80,,,,,,,,,,,,,
1вл12па80,,1,,,,,,,,,,,
1вл12ри80,,1,,,,,,,,,,,
1Вл12Ру80,,1,,,,,,,,,,,
1вл12се85,,1,,,,,,,,,,,
1вл13ва76,,,,,,,,2,,,,,
1вл13дм80,,,,,,,,,,,,,
1вл13иг89,,,,,1,,,,,,,,
1вл14ал80,,,,,1,,,,,,,,
1вл14ви90,,,,,1,,,,,,,,
1вл15дм00,,2,,,,1,,,,,,,
1вл16ко76,,,,,,1,,,,,,,
1вл16се77,,,,,,,,,,6,,,
1вл16юр69,,,,,,,,,,1,,,
1вл17ан85,,,,,,,,,,2,,,
1вл17ег98,,1,,,,,,,,,,,
1вл18ал61,,,,,,,,,,,,,
1вл19иг88,,,,,,,,,,1,,,
1вл20ви79,2,,,,,,,,,,,,
1вл20ге77,,,,1,,,,,,,,,
1вл20ив80,,1,,,,,,,,,,,
1вл20ив89,,1,,,,,,,,,,,
1вл20иг70,,1,,,,,,,,,,,
1вл20ки88,,,,,,1,,,,,,,
1вл20ки90,,1,,,,,,,,,,,
1вл20ми86,,,,,,,,,1,,,,
1вл21ар93,,2,,,,,,,,,,,
1вл21па84,,,,,,,,,,,,,
1вл21се93,,,,,,5,,,,,,,
1вл22ан76,,,,,,,,,,1,,,
1вл22ан81,,,,,,,,,,,,,
1вл24ан80,,,,,,,,1,,,,,
1вл24дм72,,,,,,,,,,,,,
1вл25ан83,,,,,,,,,,1,,,
1вл25ан85,,2,,,,,,,,,,,
1вл25ив80,,2,,,,,,,,,,,
1вл25ки80,,3,,,,,,,,,,,
1вл25ки96,,2,,,,,,,,,,,
1вл25ма01,,,,,,3,,,,,,,
1вл25ол85,,1,,,,,,,,,,,
1вл25ра90,,2,,,,,,,,,,,
1вл26ан73,,,,,,,,,,,,,
1вл26ге87,,,,,1,,,,,,,,
1вл26иг73,,,,,,,,,,,,,
1вл26юр86,,,,,,,,,,,,,
1вл27ва90,,1,,,,,,,,,,,
1Вл27Де78,,,,,,,,,,,,,
1вл27юр92,,,3,,,,4,,,,,,
1вл28ан76,,,,,,,,,,1,,,
1вл28ан88,,,,,,,,1,,,,,
1вл30жа81,,,,,,,,1,,,,,
1вл31се80,,2,,,,,,,,,,,
1во14пе85,,,,,,,,,1,,,,
1вя12ар90,,1,,,,,,,,,,,
1вя18за90,,,,,,1,,,,,,,
1га01ан73,,2,,,,,,,,,,,
1га01ан76,,,,,,,3,,,,,,
1га01ан98,,,,,1,,,,,,,,
1га01ви95,,2,,,,,,,,,,,
1га01вл88,,,,,,,,,1,,,,
1га01ев83,,,,,,,,,,2,,,
1га01иг87,,,,,,,4,,,,,,
1га01ма78,,1,,,,,,,,,,,
1га01ол90,,,,,,,,,,,2,,
1га01ол94,,,,,,,,,1,,,,
1га01ро80,,,3,,,,1,,,,,,
1га01се82,,,,,,,,,,,,,
1га01се86,,,,,,1,,,,,,,
1га01юр72,,,,,1,,,,,,,,
1га02ал62,,,,,,,2,,,,,,
1га02ал80,,,,,,1,,,,,,,
1га02ал81,,,,,,,1,,6,,2,2,1
1га02ал83,,2,,,,1,,,,,,,
1га02ан79,,,,,,,,,,,,2,
1га02ан80,,,,,,,,,,1,,,
1га02ан81,,,,,,,,,1,,,,
1га02ан85,,1,,,,,,,,,,,
1га02ан88,,,,,1,,,,,,,,
1га02ар95,2,,,,,,,,,,,,
1га02ва72,,,,,,,1,,,,,,
1га02ва85,,,,,,,1,,,,,,
1га02ва89,,,,,,,1,,,,,,
1га02ви75,,,,,,,,,,,2,,13
1га02ви81,1,,,,,,1,,,1,,,
1га02вл82,,,,,,1,,,,,,,
1га02иг78,,,,,,,4,,,,,,
1га02иг84,,,,,,,,,,,,2,
1га02ни84,,,,,,1,,,,,,,
1ГА02НИ86,2,,,,,,,,,,,,
1га02фе75,,,,,6,,,,,,,,
1га03ал73,,12,,,,2,,,,,,,
1га03ал80,,,,,3,,,,,,,,
1га03ан70,,,,,,,,,,,,2,
1га03ан85,,,,,,,,,,,2,,
1га03ан88,,,,,,1,,,,,,,
1га03ва82,2,,,,2,,,,,,,,
1га03ви81,1,,,,,,,,,,,,
1га03вл86,,,,,1,,,,,,,,
1га03вл88,1,,,,2,,,,,,,,
1га03ди90,,,,,,,,,1,,,,
1га03дм69,,,1,,,,,,,,,,
1га03дм78,,,,,1,,,,,,,,
1га03дм83,,,,,5,,,,,,,,
1га03дм84,,,,,,,1,,,,,,
1га03дм85,,,,,9,,,,,,,,
1га03ев79,,,,,,,,,,1,,,
1га03ег71,,,,,1,,,,,,,,
1га03ег91,,,,,1,,,,,,,,
1га03иг75,,,,,,,1,,,,,,
1га03ки95,,1,,,,,,,,,,,
1га03ле79,,,,,,,,,,,,1,
1ГА03МА91,,,,,,,,,,,,,
1га03ма99,,,2,,,,,,,,,,
1га03ми87,,,,1,,,,,,,,,
1га03ни89,,,,,,,,,1,,,,
1га03ни91,,,3,,,,1,,,,,,
1га03па85,,,,,,,,,,1,,,
1га03пе96,,,1,,,,2,,,,,,
1га03се65,,,2,,,,,,,,,,
1ГА03СЕ76,,,,,,,,,,,,,
1га04ал76,,1,,,,1,,,,,,,
1га04ал77,,,,,2,,,,,,,,
1га04ал79,,,2,,,,,,,,,,
1га04ал80,,,9,,1,,4,,,,7,,
1га04ал87,,,,,,,,,,,,,1
1га04ал88,,,,,,,,,,,2,,
1га04ал89,,2,,,,1,,,,,,,
1га04ал91,,3,,,,2,,,,,,,
1га04ал92,,,,,,1,,,,,,,
1га04ан01,,,,,,1,,,,,,,
1га04ан67,,,,,1,,,,,,,,
1га04ан74,,,,,1,,,,,1,,,
1га04ан75,,,,,,,2,,,,,,
1га04ан89,,,,,1,,,,1,,,,
1га04ар84,,,,,,,,,,2,,,
1га04ва72,,,,,,,4,,,,,,
1га04ва76,,,,,,,,,,,,,9
1га04ва86,,,,,,,,,,,,,
1га04ви86,,,,,,,,,,1,,,
1га04ви96,,,,,,,,,,4,,,
1га04вл76,,,,,,,,,,,16,,5
1га04вя86,,,,,,,,,,5,,,
1га04вя88,,,,,,,,,,2,,,
1га04гл91,,,,,,,,2,,,,,
1га04дм80,,1,,,,,,,,,,,
1га04дм83,,,,,,1,,,,,,,
1га04дм87,,,,,,3,,,,,,,
1га04дм89,,,,,,,,,,2,,,
1га04ив79,,,,,,,5,,,,,,
1га04ив81,,,,,,,,,,1,,,
1га04ив88,,,2,,,,2,,,,,,
1га04иг66,,,,,5,,,,,,,,
1га04иг84,,,,,1,,,,,,,,
1га04иг99,,,,,,,2,,,,,,
1га04ле80,,,1,,,,2,,,,,,
1га04ни85,,,,,,1,,,,,,,
1ГА04НИ89,,,,,,,,,,,,,
1га04ол02,,,,,,,,,1,,,,
1га04па79,,,,,,1,,,,,,,
1ГА04ПА91,,,,,,,,,,,,,
1га04се78,2,,,,,,,,,,,,
1га04юл90,,,,,,2,,,,,,,
1га04юн90,,,,,,1,,,,,,,
1га04юр83,,,,,2,,,,,,,,
1га05ал83,,,,,,,,,,3,4,2,
1га05ал84,,,2,,,,,,,,,,
1га05ан87,,,,,,3,,,,,,,
1га05ар87,,,,,,,1,,,,,,
1га05ар93,,,,,,,1,,,,,,
1га05ар97,,,1,,,,,,,,,,
1га05ва88,,,,,2,,,,,,,,
1га05ви82,1,,,,,,,,,1,,,
1га05де79,2,,,,,,,,,,,,
1га05де82,,,,,,,3,,,,,,
1га05де83,,,,,,1,,,,,,,
1га05дм74,,,,,1,,,,,,,,
1га05дм76,,,,,,,,,1,,,,
1га05дм84,2,,,,,,,,,,,,
1ГА05ДМ91,,,,,,,,,5,,,,
1га05ив87,3,,,,,,,,,,,,
1га05иг83,,,3,,,,,,,,,,
1га05ир71,,,,,,,,,,,,1,
1га05ко83,,,,,,,1,,,,,,
1га05ле83,,,1,,,,,,,,,,
1га05ма81,,,1,,,,3,,,,,,
1га05ми80,,,,,,,,1,,,,,
1га05ру79,,,2,,,,3,,,,,,
1га05се75,,,,,,,2,,,,,,
1га05се78,,,,,,1,,,,,,,
1га05се83,,,,,,2,,,,,,,
1га05се86,,,1,,,,,,,,,,
1га05се91,,,,,8,,,,,,,,
1ГА05ЮР88,,,,,,,,,,,,,
1ГА06АЛ83,,,,,,,,,,,,5,
1га06ан81,,,,,,,,,,,,,
1га06ан82,,,,,,1,,,,,,,
1га06ан86,,,,,1,,,,,,,,
1га06ар93,,,,2,,,,,,,,,
1га06ва79,,,,,,,1,,,,,,
1га06ви81,,,,,,,1,,,,,,
1ГА06МИ74,,,,,,,,,,,,,
1га06пе72,,,,,2,,,,,,,,
1га06се84,,,,,,,2,,,,,,
1га06се86,,,2,,,,4,,,,,,
1га07ал69,,2,,,,1,,,,,,,
1га07ал82,,,,,1,,,,,,,,
1га07ал86,,3,,,,,,,,,,,
1га07ал91,,2,,,,,,,,,,,
1га07ан85,,,,,,1,,,,,,,
1га07ан86,,,,,,1,,,,,,,
1га07ва76,,,,,1,,,,,,,,
1га07ва79,,,,,1,,,,,,,,
1га07ва88,,,,,,,,,,,8,,
1га07вл76,,,,,,,,,,2,,,
1га07гр85,,,,,,,,,,2,,,
1га07дм81,,,,,,1,,,,,,,
1га07дм82,,,,,,,,,1,,,,
1га07ем93,,,,,,,,,1,,,,
1га07ив85,,,,,,,,,,1,,,
1га07ил87,,,,,,,,,2,,,,
1га07ле78,,,,,,,,1,,,,,
1га07ма83,,,,,1,,,,,,,,
1га07ми84,,,,,1,,,,,,,,
1га07ол93,,,,,,,,,,1,,,
1га07па77,,,,,,,,,,,,,
1га07па81,,,,,1,,,,,,,,
1га07па82,,,,,,,,,,,,,7
1га07се73,,,,,,,,,,1,,,
1га07се90,,,,,2,,,,,,,,
1га07фе80,,,,,2,,,,,,,,
1га07юр82,,,,,,,,,,,2,2,
1га08ал78,,,,,,,,,,,1,,4
1га08ал85,,,,,,,,,1,,,,
1га08ан80,,,,,,1,,,,,,,
1га08ан81,,,1,,,,1,,,,1,7,
1га08ан83,,,,,,2,,,,,,,
1га08ан87,,,,,,1,,,,1,,,
1га08ан90,,,,,,1,,,,,,,
1га08вл78,4,,,,,,,,,,,,1
1га08ди81,,,,2,,,,,,,,,
1га08дм70,,2,,,,,,,,,,,
1га08дм81,,,,1,,,,,,,,,
1га08дм85,,,,,1,,,,,,,,
1га08дм86,2,,,,,,,,,,,,
1ГА08ИГ75,,,,,,,,,,,,,
1га08иг81,,,,,,,,,,,,2,
1га08ки93,,,,,5,,,,,,,,
1га08ко82,,2,,,,1,,,,,,,
1га08ма88,,,,,,,,,7,,,,
1га08ол86,,,,,,,1,,,,,,
1га08се86,,,,,4,,,,,,,,
1га08ти75,,,7,,,,3,,,,,,
1га08юр73,,,,,2,,,,,,,,
1га09ал89,,,,,,,1,,,,,,
1га09ан88,,,,,,1,,,,,,,
1га09ан89,,,,,,,1,,,,,,
1га09ар80,,2,,,,1,,,,,,,
1га09ва90,,,1,,,,2,,,,,,
1га09да82,,,,2,,,,,,,,,
1га09де79,,,2,,,,1,,,,,,
1га09дм86,1,,,,,,,,,,,,
1га09ев82,,,,,,1,,,,,,,
1ГА09МА83,,,,,,,,,,,,,
1га09ми79,,,,2,,,,,,,,,
1га09ол77,,1,,,,2,,,,,,,1
1га09ол78,,,,,1,1,,,,,,,
1га09ол90,,,,,,,,,,,2,,
1га09па87,,,,,,,,,,1,,,
1га09юр78,,,,,,,,,,,1,,
1га10ал81,,,,,,,1,,,,,,
1га10ал83,,,,,,,,,,,,,
1га10ан73,,,,,,,,,,1,,2,
1га10ан75,,,,,2,,,,,,,,
1га10ан87,,,,,,,1,,,,,,
1га10ар86,,1,,,,2,,,,1,3,2,
1га10ва80,,,,,,1,,,,,,,
1га10ва85,,,,,,2,,,,,,,
1га10ви83,,,,,1,,,,,,,,
1га10ви87,,,,,,,,,1,,,,
1га10ви89,,,,,,,,,,,,2,1
1га10де87,2,,,,,,,,,,,,
1га10дм71,,,2,,,,2,,,,,,
1га10дм78,2,,,,,,,,,,,,
1га10дм82,,,,,,1,,,,,,,
1га10дм88,,,,,,1,,,,,,,
1га10ев79,,,2,,,,,,,,,,
1га10ев80,,,,,,,1,,,,,,
1га10ив79,,,,,1,,,,,,,,
1га10ив99,,,,,1,,,,,,,,
1га10ле77,,,,,,,,,,,,,
1га10ми81,,,,,,4,,,,,,,
1га10ми85,,,,,,,1,,,,,,
1га10ни82,,,,,,1,,,,,,,
1га10ол01,,,,,,3,,,,,,,
1га10па00,,,,,,,,,1,,,,
1га10се79,,,,,,1,,,,,,,
1га10се81,,3,,,,1,,,,,,,
1га10юр78,,,,,,,,,,,,,1
1га10юр79,,,,,,,,,,,,1,
1га11ал74,,,,,,1,,,,,,,
1га11ал79,,,,,,,1,,,,,,
1га11ал80,,,,,,,,2,,,,,
1га11ал84,,,,,,,,,,,,2,1
1га11ан91,,,,,,,,,,7,,,
1га11ан92,,,,,,1,,,,,,,
1га11вл79,,,,,,,,,1,,,,
1га11вл84,2,,,,,,,,,,,,
1га11вя00,,,,,,,,1,,,,,
1га11дм97,,,,,,,3,,,,,,
1га11ев84,,,,2,,,,,,,,,
1га11ма79,,,,1,,,,,,,,,
1га11ма88,,,,,,1,,,,,,,
1га11на98,,,,,,1,,,,,,,
1га11ни90,,,,,1,,,,,,,,
1га11ни98,,,,,,1,,,,,,,
1га11па83,2,,,,,,,,,,,,
1га11па84,,,,,1,,2,,,,,,
1га11се76,,,,,,,,,,,2,,
1га11ст88,,,3,,,,1,,,,,,
1га12ал80,,,,,,1,,,,,,,
1га12ал82,,,,,,1,,,,,,,
1га12ал86,,,,,,1,,,,,,,
1га12ал87,,,,,,,,,,,3,,1
1га12ан80,,,,,,1,,,,,,,
1га12ан81,,,,,,1,,,,,,,
1га12ан96,,,,,,,,,,,1,,
1га12ар99,,,,,,2,,,,,,,
1га12ви84,,,,,,,,,,5,,,
1га12ви85,,1,,,,3,,,,,,,
1га12вл87,,2,,,,3,,,,,,,
1ГА12ДМ83,,,,,,,,,,,,,
1га12ев79,,,,,,,,,,1,,,
1га12ев88,1,,,,,,,,,,,,
1га12ег76,,,,,,3,,,,,,,
1га12иг83,,1,,,,3,,,,,,,
1га12ми85,,,,,,,,,1,,,,
1га12ми96,,,,2,,,,,,,,,
1га12на78,,,,,,,,,,1,,,
1га12ни80,,,,,5,,,,,,,,
1га12ол86,,,,,1,,,,,,,,
1га12ол95,,,,,,1,,,,,,,
1га12се87,,,1,,,,2,,,,,,
1га12ст98,,,,,,,,,1,,,,
1га12фе75,,,,,1,,,,,,,,
1га12юр72,,2,,,,,,,,,,,
1га13ал88,,,,,,,1,,,,,,
1га13ва01,,,1,,,,4,,,,,,
1га13ва83,,5,,,,,,,,,,,
1га13ви77,,,,,,,1,,,,,,
1га13ви89,,,,,,,,,,,,1,
1га13вл79,,,,,3,,,,,,,,
1га13де88,,,,,2,,,,,,,,
1га13дм69,,,,,1,1,,,,,,,
1га13дм70,,1,,,,,,,,,,,
1га13дм87,1,,,,1,,,,,1,,,
1га13дм91,,,,,,,1,,,,,,
1га13ев82,,,3,,,,1,,,,,,
1га13иг00,,,1,,,,4,,,,,,
1га13ми79,,,,1,,,,,,,,,
1га13ми88,,,,,,,1,,,,,,
1га13ни86,,,,,,,,,1,,,,
1га13ол00,,,,,,,1,,,,,,
1га13ол82,,,2,,,,1,,,,,,
1га13па74,1,,,,2,,,,,,,,
1ГА13РО83,,,,,,,,,,,,,
1га13ру95,,,,,,,,,1,,,,
1га13се83,,,,,,2,,,,,,,
1га13фе88,,,,,,,2,,,,,,
1га13эд80,,,2,,,,3,,,,,,
1ГА14Ал71,,,,,,,,,,,,,
1га14ал79,,,,,,,,,,1,,,
1га14ал81,1,,,,,,,,,,,,
1га14ал85,,,,,,1,,,,,,,
1га14ал92,,,,,,,,4,,,,,
1га14ал95,,,,,,,,,,1,,,
1га14ан80,,,1,,,,,,,,,,
1га14ан88,,,,,,,,,,1,2,,1
1га14ан94,,,,1,,,,,,,,,
1ГА14ВИ83,,,,,,,,,,,2,,
1га14вл90,,,2,,,,1,,,,,,
1га14де80,,,,,,,3,,,,,,
1га14де84,,,,,,,,,1,,2,,
1ГА14ДМ73,,,,,,,,,,,,,
1га14дм80,,1,,,,1,,,,,,,
1га14ев88,,,,,,,2,,,,,,
1га14ег83,,,,,,1,,,,,,,
1га14ма81,,,,,,,,,,2,,,
1га14ни81,,,,2,,,,,,,,,
1га14ни83,,1,,,,2,,,,,,,
1га14ол81,,,,,,,,3,,,,,
1га14па82,,,,,,,,2,,,,,
1га14па87,,2,,,,,,,,,,,
1га14ру91,,,4,,,,5,,,,,,
1ГА15АЛ79,,,,,,,,,,,,,
1га15ан73,,,,,,,,,,,,,
1га15ан81,,,,,2,,,,,,,,
1га15ан82,,,,,,,2,,,,,,
1га15ар90,,,,,,,,,1,,,,
1га15вл70,,,,,1,,,,,,,,
1га15дм84,,,,,,,1,,,,,,
1га15дм90,,,,,,2,,,,,,,
1га15ег92,,,2,,,,1,,,,,,
1га15ма82,,,,,,1,,,,,,,
1га15на93,,,,,,,,,,,2,,
1га15ни75,2,,,,,,,,,,,,
1га15ни87,,,,,5,,,,,,,,
1га15па82,,,,,1,,,,,,,,
1га15ро84,,,,,1,,,,,,,,
1га15ру73,,1,,,,,,,,9,,8,
1га15се78,,,,,2,,,,,,,,
1га15юр84,,1,,,,2,,,,,,,
1ГА16АЛ59,,,,,,,,,,,,,
1га16ал80,,,,,4,,,,,,,,
1га16ал83,,,,,,,,,,1,,2,
1га16ал85,,,,,9,,,,,,,,
1га16ар98,,,,,,1,,,,,,,
1га16ви84,,,,,,,4,,,,,,
1га16вл88,,,,,,,,,,1,,,
1га16вл90,,,,,,5,,,,,,,
1га16дм87,,1,,,,,,,,,,,
1га16ев83,,,,,2,,,,,,,,
1га16ев90,,,,,3,,,,,,,,
1ГА16ИГ80,,,,,,,,,,,,,
1га16ол87,,,,,1,,,,,,,,
1га16пе76,1,,,,,,,,,,,,
1га16фе80,,,,,3,,,,,,,,
1га17ал74,,1,,,,1,,,,,,,
1га17ал76,2,,,,,,,,,,,,
1га17ал83,1,,,,,,,,,,,,
1га17ал86,,,,,,,,,5,,,,
1га17ан83,2,,,,,,,,,,,,
1ГА17АН92,,,,,,,,,,,,,
1га17ва70,,1,,,,,,,,,,,
1га17ви88,,,,3,,,,,,,,,
1га17де82,,,,,,,1,,,,,,
1га17дм79,,,,,1,,,,,,,,
1га17ив83,,,,,,1,,,,,,,
1га17иг85,,1,,,,,,,,,,,
1га17ми93,,,,,,,2,,,,,,
1га17ни80,,,,,,1,,,,,,,
1га17ол76,,,,,,,,,,5,,2,
1га17ол86,,,,,,,,1,,,,,
1га17ол90,,,,,,1,,,,,,,
1га17па86,,,,,,1,,,,,,,
1га17пе73,,,,,1,,,,,,,,
1га17та86,,,,,,,,,,1,,,
1га17ти82,,,,,,,1,,,,,,
1га18ал79,,,,,3,,,,,,,,
1ГА18АЛ83,,,,,3,,,,,,,,
1га18ан82,,,,,,1,,,,,,,
1га18ар90,,,,,,,,,,,,2,
